listingId,title,url,price,priceDisplay,currency,location,attributes,photos,thumbnailUrl,description,seller,postedAtText,searchUrl,searchQuery,pageNumber,detailsCollected,detailsStatus,sellerDetails,sellerDetailsStatus,scrapedAt
1506563934,Cobertura Residencial / Centro,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/imoveis/cobertura-residencial-centro-1506563934,1350000,R$ 1.350.000,BRL,"{""display"": ""Caraguatatuba, Centro"", ""city"": ""Caraguatatuba"", ""state"": ""SP"", ""neighborhood"": ""Centro"", ""postalCode"": null}","[{""label"": ""area"", ""value"": ""136m²""}, {""label"": ""bedrooms"", ""value"": ""3""}, {""label"": ""bathrooms"", ""value"": ""4""}, {""label"": ""parking"", ""value"": ""2""}]","[""https://img.olx.com.br/thumbs700x500/20/203649526589448.webp""]",https://img.olx.com.br/thumbs700x500/20/203649526589448.webp,,,"Hoje, 06:31",https://www.olx.com.br/imoveis/venda/estado-sp,,1,False,not_requested,,not_requested,2026-09-05T09:42:54.300517+00:00
